,tenure,MonthlyCharges,OnlineSecurity,InternetService,Contract,TechSupport,Churn Probability
3237,5,20.45,No internet service,No,Two year,No internet service,0.04690020415294554
3238,19,39.7,No,DSL,Month-to-month,No,0.5319223429492829
3239,10,54.5,Yes,DSL,Month-to-month,No,0.45347916470929506
3240,23,83.8,No,Fiber optic,Month-to-month,Yes,0.5894662338867136
3241,3,55.15,No,DSL,Month-to-month,No,0.7102923021509502
3242,72,111.6,No,Fiber optic,Two year,Yes,0.15767967336312852
3243,10,86.65,No,Fiber optic,Month-to-month,No,0.8336756451394561
3244,10,55.55,No,DSL,Month-to-month,No,0.582012915377533
3245,11,20.55,No internet service,No,One year,No internet service,0.07068551117107895
3246,37,106.75,Yes,Fiber optic,Month-to-month,No,0.5174560531350018
3247,17,62.1,Yes,DSL,One year,Yes,0.1622723962977603
3248,36,104.5,Yes,Fiber optic,Month-to-month,No,0.5275016642942904
3249,17,101.8,No,Fiber optic,Month-to-month,No,0.7604463009494685
3250,66,110.6,Yes,Fiber optic,One year,Yes,0.3321198988609491
3251,61,84.9,Yes,DSL,One year,Yes,0.14542810259598937
3252,22,93.2,No,Fiber optic,Month-to-month,No,0.7321765537213212
3253,1,24.4,No,DSL,Month-to-month,No,0.7143676708986247
3254,6,70.55,No,Fiber optic,Month-to-month,No,0.8273740330212559
3255,31,78.45,No,Fiber optic,Month-to-month,Yes,0.5567124770980505
3256,68,85.0,Yes,DSL,Two year,Yes,0.04460646685351054
3257,34,87.45,No,Fiber optic,Month-to-month,No,0.7159759853932658
3258,52,85.8,No,Fiber optic,Month-to-month,Yes,0.5426118688005104
3259,10,91.1,No,Fiber optic,Month-to-month,Yes,0.6960243855039369
3260,29,70.75,No,Fiber optic,Month-to-month,No,0.7046907380091777
3261,72,20.1,No internet service,No,Two year,No internet service,0.019690003820415504
3262,47,20.05,No internet service,No,One year,No internet service,0.05572723893739017
3263,24,74.8,Yes,DSL,One year,No,0.16799881505683978
3264,65,24.8,No internet service,No,One year,No internet service,0.06400021400811257
3265,4,100.85,No,Fiber optic,Month-to-month,Yes,0.7115517417199458
3266,12,101.35,No,Fiber optic,Month-to-month,No,0.8243368837339162
3267,1,81.7,Yes,Fiber optic,Month-to-month,No,0.6218122373625868
3268,33,68.25,No,Fiber optic,Month-to-month,No,0.6730569024233746
3269,34,105.1,No,Fiber optic,Month-to-month,Yes,0.5847887997163022
3270,14,20.4,No internet service,No,Two year,No internet service,0.035756159528580224
3271,4,79.15,No,Fiber optic,Month-to-month,No,0.8394072118479612
3272,13,20.0,No internet service,No,One year,No internet service,0.06658528162143716
3273,65,79.4,No,DSL,Two year,Yes,0.07908722521625992
3274,23,57.2,Yes,DSL,One year,Yes,0.15101810376783975
3275,55,58.6,Yes,DSL,Two year,No,0.08365136569860082
3276,49,94.8,No,Fiber optic,Two year,No,0.28895336424977736
3277,60,102.5,No,Fiber optic,One year,No,0.4173311883113675
3278,69,20.35,No internet service,No,One year,No internet service,0.0626940613500037
3279,40,84.9,No,Fiber optic,Month-to-month,No,0.7111381039097228
3280,67,69.2,Yes,DSL,Two year,Yes,0.047382053631994776
3281,35,95.45,No,Fiber optic,Month-to-month,No,0.7173638874221129
3282,19,100.95,No,Fiber optic,One year,Yes,0.4133193785670939
3283,13,20.85,No internet service,No,Two year,No internet service,0.03467022646197388
3284,41,88.5,No,Fiber optic,Month-to-month,No,0.7114479599346129
3285,4,35.0,Yes,DSL,Month-to-month,No,0.5217816440960575
3286,24,55.15,Yes,DSL,Month-to-month,Yes,0.31513736548126337
3287,5,50.95,No,DSL,Month-to-month,No,0.6604852620873034
3288,5,64.0,No,DSL,Month-to-month,No,0.6098186358379494
3289,1,69.1,No,Fiber optic,Month-to-month,No,0.8283242139996128
3290,72,80.2,Yes,DSL,Two year,Yes,0.03888959428923893
3291,24,49.3,No,DSL,Month-to-month,No,0.5141761107791373
3292,42,84.35,Yes,DSL,Two year,Yes,0.049545510315050514
3293,4,20.05,No internet service,No,Month-to-month,No internet service,0.34111460200994015
3294,68,117.2,Yes,Fiber optic,One year,Yes,0.33781814327835163
3295,33,20.1,No internet service,No,One year,No internet service,0.05406157437407218
3296,1,69.6,No,Fiber optic,Month-to-month,No,0.8442330362166276
3297,31,103.45,No,Fiber optic,One year,No,0.4208322718566893
3298,4,77.95,No,Fiber optic,Month-to-month,No,0.8389972518808894
3299,69,109.95,No,Fiber optic,Two year,Yes,0.22899114119940833
3300,38,94.75,No,Fiber optic,Month-to-month,No,0.7128074897780243
3301,3,80.0,No,Fiber optic,Month-to-month,Yes,0.7042141839040802
3302,48,79.65,No,DSL,Two year,Yes,0.08683320223969869
3303,15,25.2,No internet service,No,Two year,No internet service,0.03538923627041555
3304,25,19.9,No internet service,No,One year,No internet service,0.05471417547760393
3305,1,78.45,No,Fiber optic,Month-to-month,No,0.8488421431713102
3306,48,44.8,Yes,DSL,Month-to-month,No,0.39269810602353866
3307,1,20.3,No internet service,No,Month-to-month,No internet service,0.4854731869245335
3308,1,19.2,No internet service,No,Month-to-month,No internet service,0.4980223252720165
3309,37,80.05,No,Fiber optic,One year,No,0.35695518594259945
3310,66,107.35,No,Fiber optic,One year,Yes,0.3891559990365889
3311,26,47.85,Yes,DSL,One year,No,0.1684467216353446
3312,63,70.8,Yes,DSL,One year,Yes,0.13894769005374655
3313,10,29.5,No,DSL,Month-to-month,No,0.6035024981496766
3314,2,70.75,Yes,DSL,Month-to-month,No,0.5059751425434823
3315,18,59.1,Yes,DSL,Month-to-month,No,0.4106088100488523
3316,64,25.55,No internet service,No,Two year,No internet service,0.016061646092615848
3317,9,84.45,No,Fiber optic,Month-to-month,No,0.8336756451394561
3318,28,20.25,No internet service,No,Month-to-month,No internet service,0.21814861376690733
3319,1,75.55,No,Fiber optic,Month-to-month,No,0.8482979285419895
3320,4,85.65,No,Fiber optic,Month-to-month,No,0.8397016751316355
3321,38,70.15,No,DSL,One year,Yes,0.2207673165989305
3322,66,95.3,No,Fiber optic,One year,No,0.3720291690645717
3323,1,70.25,No,Fiber optic,Month-to-month,No,0.8442330362166276
3324,18,50.3,No,DSL,Month-to-month,Yes,0.4013454854711048
3325,51,97.8,No,Fiber optic,Month-to-month,No,0.7055010796103013
3326,1,46.3,No,DSL,Month-to-month,No,0.7190278322283209
3327,12,19.35,No internet service,No,Two year,No internet service,0.053129762954394914
3328,41,106.3,No,Fiber optic,Month-to-month,No,0.7125904913486749
3329,12,25.0,No internet service,No,Month-to-month,No internet service,0.2310523051344109
3330,55,20.3,No internet service,No,Two year,No internet service,0.03372494264561169
3331,7,75.35,No,Fiber optic,Month-to-month,No,0.8330004781486192
3332,12,89.4,No,Fiber optic,Month-to-month,Yes,0.6957806341945154
3333,68,88.0,Yes,DSL,Two year,Yes,0.04439513795200273
3334,5,83.15,No,Fiber optic,Month-to-month,No,0.8357065650463538
3335,49,43.8,No,DSL,Month-to-month,No,0.5065172340016543
3336,40,62.05,Yes,DSL,One year,No,0.16573116537733842
3337,16,20.1,No internet service,No,One year,No internet service,0.06663667776064602
3338,10,74.15,No,Fiber optic,Month-to-month,No,0.830678145770801
3339,72,101.35,No,Fiber optic,One year,No,0.3546878775229625
3340,2,84.05,No,Fiber optic,Month-to-month,No,0.8407762470214745
3341,23,20.9,No internet service,No,Two year,No internet service,0.02728218756591876
3342,71,105.9,No,Fiber optic,One year,No,0.38308574548115304
3343,11,99.5,No,Fiber optic,Month-to-month,No,0.825835235792516
3344,1,44.15,No,DSL,Month-to-month,No,0.7192166106724185
3345,16,53.9,No,DSL,Month-to-month,Yes,0.4532268423890747
3346,1,85.45,No,Fiber optic,Month-to-month,No,0.8495465664220564
3347,12,85.05,No,Fiber optic,Month-to-month,No,0.8239489141181487
3348,54,44.1,Yes,DSL,One year,Yes,0.14419165126311437
3349,68,90.2,No,Fiber optic,Two year,Yes,0.1736809816587458
3350,4,50.85,No,DSL,Month-to-month,No,0.7026621381341829
3351,1,59.2,No,DSL,Month-to-month,No,0.6769487950417498
3352,27,53.45,Yes,DSL,Month-to-month,Yes,0.3133772145391947
3353,21,19.95,No internet service,No,Month-to-month,No internet service,0.24906936086422565
3354,13,83.2,No,Fiber optic,Month-to-month,No,0.8230476498263979
3355,64,74.65,No,DSL,Month-to-month,Yes,0.34069825946461463
3356,1,54.9,Yes,DSL,Month-to-month,No,0.5622001703920055
3357,57,57.5,No,DSL,Two year,Yes,0.08282600535999775
3358,21,103.9,Yes,Fiber optic,Month-to-month,No,0.5908592148990429
3359,19,19.65,No internet service,No,Two year,No internet service,0.0321767122873985
3360,31,93.8,No,Fiber optic,One year,No,0.37520587940718236
3361,52,89.25,Yes,DSL,Two year,Yes,0.04794822350651239
3362,46,94.15,No,Fiber optic,One year,No,0.36583845707455426
3363,11,55.6,Yes,DSL,Month-to-month,No,0.4503031946324979
3364,53,48.7,Yes,DSL,Month-to-month,No,0.39115598014287634
3365,11,19.25,No internet service,No,Month-to-month,No internet service,0.3206793404296312
3366,57,104.9,No,Fiber optic,Month-to-month,Yes,0.5419330841113901
3367,2,75.45,No,Fiber optic,Month-to-month,No,0.8398620273623917
3368,2,54.85,Yes,DSL,Month-to-month,No,0.557328808328078
3369,71,19.9,No internet service,No,Two year,No internet service,0.020385150109192614
3370,1,19.4,No internet service,No,Month-to-month,No internet service,0.534441485067162
3371,68,25.05,No internet service,No,Two year,No internet service,0.017102721964150466
3372,72,84.45,Yes,DSL,Two year,Yes,0.03815751283572036
3373,2,19.3,No internet service,No,Month-to-month,No internet service,0.3840159543924995
3374,1,95.1,No,Fiber optic,Month-to-month,No,0.8495225588518434
3375,41,79.85,Yes,DSL,One year,Yes,0.1565979745456161
3376,72,25.55,No internet service,No,Two year,No internet service,0.013707760367384681
3377,6,75.5,No,Fiber optic,Month-to-month,No,0.8330004781486192
3378,4,73.75,No,Fiber optic,Month-to-month,No,0.8354435660678994
3379,12,96.05,No,Fiber optic,Month-to-month,No,0.8241830124226902
3380,58,68.4,Yes,DSL,One year,Yes,0.14070766895581396
3381,7,20.65,No internet service,No,Month-to-month,No internet service,0.2549618829516269
3382,65,55.15,Yes,DSL,Month-to-month,No,0.3694644364128302
3383,1,70.6,No,Fiber optic,Month-to-month,No,0.8442330362166276
3384,56,19.95,No internet service,No,One year,No internet service,0.06641791289704896
3385,4,19.0,No internet service,No,Month-to-month,No internet service,0.34144908630875775
3386,58,44.1,No,DSL,One year,No,0.26239295654474976
3387,62,107.6,No,Fiber optic,Two year,Yes,0.2301443281646741
3388,26,61.55,Yes,DSL,One year,No,0.1623745977972997
3389,62,90.7,Yes,Fiber optic,Month-to-month,No,0.42894390673924865
3390,58,99.25,Yes,Fiber optic,One year,No,0.26723428342159405
3391,68,91.7,Yes,DSL,Two year,Yes,0.04439513795200273
3392,61,100.7,Yes,Fiber optic,One year,No,0.26871695848749483
3393,42,78.45,No,DSL,Two year,Yes,0.09152711014639103
3394,18,84.3,No,Fiber optic,Month-to-month,No,0.7375708795152455
3395,56,19.55,No internet service,No,Two year,No internet service,0.03823901649180658
3396,4,88.95,No,Fiber optic,Month-to-month,No,0.8398804712668378
3397,4,20.45,No internet service,No,Month-to-month,No internet service,0.29776406392037646
3398,35,55.6,Yes,DSL,One year,No,0.17064038956967614
3399,64,86.8,Yes,Fiber optic,Month-to-month,Yes,0.33100231942561353
3400,31,20.95,No internet service,No,One year,No internet service,0.060685281838896994
3401,67,20.05,No internet service,No,Two year,No internet service,0.021644619509051256
3402,4,50.7,No,DSL,Month-to-month,No,0.7026621381341829
3403,70,113.65,Yes,Fiber optic,Two year,Yes,0.15908458044670823
3404,3,53.4,No,DSL,Month-to-month,No,0.7117780894508546
3405,53,101.9,No,Fiber optic,Month-to-month,No,0.7065665256562693
3406,2,59.5,Yes,DSL,Two year,Yes,0.11212097684127385
3407,29,87.8,No,Fiber optic,Month-to-month,No,0.7182645154065425
3408,47,41.9,Yes,DSL,Two year,Yes,0.053188920902453966
3409,68,83.0,No,Fiber optic,One year,No,0.3538868970224208
3410,12,69.85,Yes,DSL,Month-to-month,No,0.40860632300088967
3411,8,56.3,No,DSL,Month-to-month,Yes,0.4543713156005408
3412,54,109.55,Yes,Fiber optic,Month-to-month,No,0.46027086263724726
3413,69,92.15,No,Fiber optic,Two year,Yes,0.17256536589989813
3414,26,69.5,Yes,DSL,Month-to-month,No,0.3667292059735039
3415,72,97.0,Yes,Fiber optic,Two year,Yes,0.07842910367359214
3416,70,58.35,Yes,DSL,Two year,Yes,0.04848911430124374
3417,1,50.6,Yes,DSL,Month-to-month,No,0.5606405168599541
3418,10,89.5,No,Fiber optic,Month-to-month,No,0.8338544412746585
3419,28,70.4,No,Fiber optic,One year,No,0.3521602918957783
3420,1,69.8,No,Fiber optic,Month-to-month,No,0.8442330362166276
3421,21,94.3,No,Fiber optic,Month-to-month,No,0.734022806127542
3422,51,93.8,Yes,Fiber optic,Month-to-month,No,0.4953671873818027
3423,53,19.55,No internet service,No,One year,No internet service,0.06254206205557146
3424,53,95.95,Yes,Fiber optic,One year,No,0.259562350216146
3425,24,101.05,No,Fiber optic,Month-to-month,No,0.7305557629343579
3426,70,94.8,Yes,DSL,Two year,Yes,0.10013172330221043
3427,61,107.75,Yes,Fiber optic,One year,No,0.31674987803043936
3428,11,54.6,Yes,DSL,One year,Yes,0.17066955122585753
3429,2,71.3,No,Fiber optic,Month-to-month,No,0.836817963632618
3430,25,19.5,No internet service,No,One year,No internet service,0.05474200980188917
3431,41,56.3,No,DSL,One year,No,0.25108860270749767
3432,18,94.7,No,Fiber optic,Month-to-month,No,0.7413273602523172
3433,72,104.15,No,Fiber optic,Two year,No,0.2782155244134925
3434,71,90.55,Yes,DSL,Two year,Yes,0.040408512791436375
3435,34,60.8,Yes,DSL,One year,No,0.16454087492058087
3436,29,98.8,No,Fiber optic,Month-to-month,Yes,0.5872018340674064
3437,40,98.15,Yes,Fiber optic,One year,Yes,0.27238573769368896
3438,36,35.35,Yes,DSL,One year,No,0.16733098474143554
3439,46,103.15,No,Fiber optic,One year,Yes,0.3811893702059666
3440,58,107.75,Yes,Fiber optic,One year,No,0.32421952067391147
3441,39,81.4,No,Fiber optic,One year,No,0.35446714041329913
3442,4,61.45,No,DSL,Month-to-month,Yes,0.5100118427597137
3443,52,95.7,No,Fiber optic,One year,No,0.37136674082486326
3444,70,104.8,No,Fiber optic,One year,No,0.39728645351123276
3445,65,70.95,No,Fiber optic,One year,No,0.34930789808609847
3446,1,44.95,No,DSL,Month-to-month,No,0.7192166106724185
3447,70,97.65,No,Fiber optic,One year,No,0.3631590702088028
3448,29,35.65,No,DSL,Month-to-month,No,0.5111621933303028
3449,1,90.55,No,Fiber optic,Month-to-month,No,0.8492737682216297
3450,67,85.25,Yes,DSL,Two year,Yes,0.04565538704085321
3451,1,19.5,No internet service,No,Month-to-month,No internet service,0.53515809648521
3452,26,88.8,No,Fiber optic,Month-to-month,No,0.7205227399892574
3453,30,25.1,No internet service,No,Two year,No internet service,0.027296175014890938
3454,48,100.05,No,Fiber optic,Month-to-month,Yes,0.5618952717894945
3455,55,55.7,Yes,DSL,Month-to-month,No,0.3851378715871493
3456,7,85.2,No,Fiber optic,Month-to-month,No,0.8352913891207456
3457,37,91.15,Yes,Fiber optic,Month-to-month,No,0.5023073481938805
3458,31,83.85,No,Fiber optic,Month-to-month,No,0.7167515680909814
3459,4,45.9,No,DSL,Month-to-month,No,0.7045595598375105
3460,72,25.1,No internet service,No,Two year,No internet service,0.015944562607094023
3461,5,91.4,No,Fiber optic,Month-to-month,No,0.8357681850669113
3462,1,19.7,No internet service,No,Month-to-month,No internet service,0.53515809648521
3463,15,91.5,No,Fiber optic,Month-to-month,No,0.8141816406333978
3464,8,51.3,Yes,DSL,Month-to-month,No,0.45288689140150457
3465,35,21.1,No internet service,No,One year,No internet service,0.06319668353314445
3466,56,104.75,No,Fiber optic,Month-to-month,No,0.6863282279035735
3467,42,106.15,No,Fiber optic,Month-to-month,Yes,0.5826087533727434
3468,65,85.75,Yes,Fiber optic,Month-to-month,No,0.4284169265410277
3469,2,20.3,No internet service,No,One year,No internet service,0.12860348304368688
3470,65,100.75,Yes,Fiber optic,One year,No,0.26751030455684793
3471,18,74.15,No,Fiber optic,Month-to-month,No,0.7364181092949788
3472,23,78.55,Yes,DSL,One year,No,0.16943190137820732
3473,4,45.3,No,DSL,Month-to-month,No,0.7045595598375105
3474,70,19.85,No internet service,No,Two year,No internet service,0.021090651424125598
3475,4,50.7,No,DSL,Month-to-month,No,0.7026621381341829
3476,19,45.0,No,DSL,Month-to-month,No,0.5312073248714673
3477,18,77.8,No,Fiber optic,Month-to-month,No,0.7368387335226442
3478,38,83.45,Yes,Fiber optic,Month-to-month,No,0.5044061294560369
3479,2,73.25,No,Fiber optic,Month-to-month,No,0.836817963632618
3480,47,94.8,Yes,Fiber optic,One year,No,0.25353304399715515
3481,52,20.1,No internet service,No,Two year,No internet service,0.026838841742033666
3482,9,59.9,No,DSL,Month-to-month,No,0.5538112524636054
3483,26,90.1,Yes,DSL,One year,Yes,0.15570104653576458
3484,8,51.05,No,DSL,Month-to-month,No,0.59945341785982
3485,44,70.95,No,DSL,One year,Yes,0.2186230748887898
3486,3,29.2,No,DSL,Month-to-month,No,0.7134999020666829
3487,2,46.6,No,DSL,Month-to-month,No,0.7158876487192299
3488,9,85.35,No,Fiber optic,Month-to-month,No,0.8336756451394561
3489,1,75.35,No,Fiber optic,Month-to-month,No,0.8481028228053675
3490,25,74.3,Yes,Fiber optic,Month-to-month,No,0.54060994723263
3491,2,69.3,No,Fiber optic,Month-to-month,No,0.8339465640898744
3492,43,75.2,Yes,Fiber optic,Month-to-month,No,0.5026148375450841
3493,1,20.9,No internet service,No,Month-to-month,No internet service,0.4770612128891418
3494,58,94.3,No,Fiber optic,One year,No,0.37096891304869767
3495,59,76.45,Yes,DSL,Two year,Yes,0.047639612622125446
3496,44,54.0,Yes,DSL,One year,No,0.17139008898337763
3497,66,104.25,No,Fiber optic,One year,Yes,0.38726257382555757
3498,68,19.95,No internet service,No,Two year,No internet service,0.020979093788058158
3499,9,24.95,No,DSL,Month-to-month,No,0.5989358094993948
3500,19,84.75,Yes,Fiber optic,Month-to-month,No,0.5517321728206431
3501,4,19.75,No internet service,No,Month-to-month,No internet service,0.34700495061606473
3502,70,113.65,Yes,Fiber optic,Two year,Yes,0.15908458044670823
3503,1,44.9,No,DSL,Month-to-month,No,0.7192166106724185
3504,8,75.25,No,Fiber optic,Month-to-month,No,0.8320967126944597
3505,53,24.6,No internet service,No,Two year,No internet service,0.031852465981084474
3506,51,25.0,No internet service,No,One year,No internet service,0.06566684428587295
3507,11,20.95,No internet service,No,Month-to-month,No internet service,0.2563632924797382
3508,60,110.6,Yes,Fiber optic,Two year,Yes,0.17256286831541476
3509,17,55.5,Yes,DSL,Month-to-month,No,0.4381471653645184
3510,3,43.3,No,DSL,Month-to-month,No,0.7134899761877435
3511,70,109.5,Yes,Fiber optic,One year,Yes,0.34016919104230764
3512,1,19.45,No internet service,No,Month-to-month,No internet service,0.534441485067162
3513,43,84.85,No,Fiber optic,Month-to-month,No,0.7107166172087567
3514,16,19.6,No internet service,No,Month-to-month,No internet service,0.31731945054100785
3515,57,53.45,Yes,DSL,One year,No,0.1678503564261688
3516,37,19.8,No internet service,No,One year,No internet service,0.054692464319813006
3517,72,112.1,Yes,Fiber optic,Two year,Yes,0.09024197293718018
3518,11,84.8,No,Fiber optic,Month-to-month,No,0.8254472661767485
3519,50,95.05,No,Fiber optic,Month-to-month,No,0.707106448973464
3520,5,50.35,No,DSL,Month-to-month,No,0.6599647432939867
3521,1,74.6,No,Fiber optic,Month-to-month,No,0.8481028228053675
3522,16,19.7,No internet service,No,Month-to-month,No internet service,0.31731945054100785
3523,2,74.2,No,Fiber optic,Month-to-month,No,0.8391554389658629
3524,17,69.0,No,DSL,Month-to-month,Yes,0.3981811200259853
3525,16,19.35,No internet service,No,One year,No internet service,0.07176020472098577
3526,15,59.45,No,DSL,Month-to-month,No,0.5409419414417367
3527,10,19.8,No internet service,No,One year,No internet service,0.07949601748511968
3528,46,105.2,Yes,Fiber optic,One year,Yes,0.3303481451647284
3529,64,109.2,No,Fiber optic,Two year,Yes,0.22647500703839774
3530,1,79.15,No,Fiber optic,Month-to-month,No,0.8492521031383821
3531,25,53.65,No,DSL,One year,No,0.2670911286595809
3532,71,100.2,Yes,Fiber optic,Two year,Yes,0.1149002310109812
3533,8,45.15,No,DSL,Month-to-month,No,0.6035024981496766
3534,72,108.65,Yes,Fiber optic,Two year,Yes,0.09789250216806618
3535,49,40.65,Yes,DSL,Month-to-month,No,0.3942902201028283
3536,29,55.35,Yes,DSL,One year,Yes,0.1475538246809514
3537,72,105.6,Yes,Fiber optic,Two year,Yes,0.08784683335479651
3538,31,93.8,No,Fiber optic,Month-to-month,No,0.7195918413539798
3539,50,95.7,No,Fiber optic,Month-to-month,No,0.7085823458810361
3540,71,83.2,Yes,DSL,Two year,Yes,0.04038229854193536
3541,70,90.05,Yes,DSL,Two year,Yes,0.0443621824018058
3542,71,97.65,Yes,Fiber optic,One year,Yes,0.24381052874983272
3543,61,68.05,Yes,DSL,Two year,Yes,0.04627705824888328
3544,32,96.2,No,Fiber optic,Month-to-month,Yes,0.5818482860996885
3545,1,79.6,No,Fiber optic,Month-to-month,No,0.8492521031383821
3546,68,102.1,Yes,Fiber optic,Two year,No,0.15026387822407775
3547,62,23.4,No internet service,No,Two year,No internet service,0.023198263092221033
3548,7,71.05,No,Fiber optic,Month-to-month,No,0.8282552633893072
3549,20,85.25,No,Fiber optic,Month-to-month,No,0.7341541842096847
3550,6,19.45,No internet service,No,One year,No internet service,0.08784525176246785
3551,33,59.45,Yes,DSL,Month-to-month,No,0.379785921822044
3552,28,92.2,No,Fiber optic,One year,No,0.36786005833861407
3553,27,19.85,No internet service,No,Two year,No internet service,0.02816501029258739
3554,7,43.9,No,DSL,Month-to-month,No,0.6046051511873174
3555,26,80.5,No,Fiber optic,Month-to-month,Yes,0.5726256995724981
3556,5,89.8,No,Fiber optic,Month-to-month,No,0.8357681850669113
3557,30,90.5,Yes,Fiber optic,Month-to-month,No,0.5064724055987995
3558,63,90.45,No,Fiber optic,One year,No,0.36513688202469785
3559,1,50.75,No,DSL,Month-to-month,No,0.7179250137906023
3560,53,84.6,No,DSL,One year,Yes,0.21983206571711922
3561,14,89.65,No,Fiber optic,Month-to-month,Yes,0.6903958404206177
3562,21,99.15,No,Fiber optic,Month-to-month,Yes,0.6152819924835078
3563,17,19.95,No internet service,No,One year,No internet service,0.06426270346166142
3564,16,20.5,No internet service,No,Two year,No internet service,0.03368841479959816
3565,35,62.1,No,DSL,Month-to-month,No,0.4593643340318612
3566,32,79.5,No,Fiber optic,Month-to-month,No,0.7160587278543155
3567,28,19.55,No internet service,No,Month-to-month,No internet service,0.2522020207903587
3568,1,20.35,No internet service,No,Month-to-month,No internet service,0.4842030990049763
3569,59,51.7,No,DSL,Month-to-month,Yes,0.35877354190710414
3570,72,23.3,No internet service,No,One year,No internet service,0.06894989272048567
3571,36,65.4,No,DSL,One year,Yes,0.21967518049819015
3572,40,65.1,Yes,DSL,Month-to-month,No,0.3696749396166248
3573,40,81.2,No,Fiber optic,Month-to-month,No,0.7058157943812993
3574,9,72.9,No,DSL,Month-to-month,Yes,0.4428671130108536
3575,63,74.5,Yes,DSL,Two year,Yes,0.04583847266940615
3576,3,80.5,No,Fiber optic,Month-to-month,No,0.8393672569106514
3577,40,60.3,No,DSL,One year,Yes,0.21960979071427664
3578,8,75.0,Yes,Fiber optic,Month-to-month,No,0.6096361659273325
3579,34,90.15,Yes,Fiber optic,One year,Yes,0.2461385279237896
3580,5,40.0,Yes,DSL,Month-to-month,Yes,0.4176101771560652
3581,9,99.45,No,Fiber optic,Month-to-month,No,0.8340636147552237
3582,9,69.05,No,DSL,Month-to-month,No,0.5525467078295249
3583,31,59.7,No,DSL,Month-to-month,No,0.4618628323519991
3584,50,19.85,No internet service,No,One year,No internet service,0.058349928749930884
3585,2,86.25,Yes,Fiber optic,Month-to-month,Yes,0.5342775266734489
3586,1,45.65,No,DSL,Month-to-month,No,0.7192166106724185
3587,8,70.1,No,Fiber optic,Month-to-month,No,0.8264702675670964
3588,9,40.75,No,DSL,Month-to-month,No,0.6035024981496766
3589,2,70.2,No,Fiber optic,Month-to-month,No,0.8359367332645666
3590,3,55.35,Yes,DSL,Month-to-month,No,0.5374845915549157
3591,25,95.7,No,Fiber optic,Month-to-month,Yes,0.5826093302305309
3592,1,46.3,No,DSL,Month-to-month,No,0.7190278322283209
3593,45,81.3,Yes,DSL,Month-to-month,Yes,0.2632180230972045
3594,51,84.2,No,Fiber optic,Month-to-month,No,0.7008147065457903
3595,55,20.0,No internet service,No,Month-to-month,No internet service,0.2542625657111971
3596,38,66.15,Yes,DSL,Month-to-month,No,0.36922118744736393
3597,2,45.85,No,DSL,Month-to-month,No,0.7160764271633275
3598,38,19.6,No internet service,No,Month-to-month,No internet service,0.2526960029636306
3599,34,49.8,No,DSL,Month-to-month,No,0.5033456322808402
3600,70,101.75,No,Fiber optic,One year,No,0.3973437434579388
3601,13,55.15,Yes,DSL,One year,Yes,0.1683308636257609
3602,39,75.25,No,Fiber optic,Month-to-month,No,0.7089323163574959
3603,61,103.95,No,Fiber optic,One year,No,0.41520729093076597
3604,12,100.15,No,Fiber optic,Month-to-month,No,0.8243368837339162
3605,41,99.65,No,Fiber optic,Two year,Yes,0.20669812498763135
3606,21,73.7,No,Fiber optic,Month-to-month,No,0.7254909701623088
3607,55,50.05,No,DSL,One year,No,0.2554722718382468
3608,69,60.25,Yes,DSL,Two year,Yes,0.0465598255061312
3609,26,105.75,No,Fiber optic,Month-to-month,No,0.7222749182255942
3610,69,87.3,Yes,Fiber optic,One year,No,0.23925290236832003
3611,18,48.35,No,DSL,Month-to-month,No,0.5340317139859209
3612,47,54.25,No,DSL,Month-to-month,No,0.5003298887075125
3613,72,85.3,Yes,DSL,Two year,Yes,0.03815751283572036
3614,33,50.0,No,DSL,Month-to-month,Yes,0.36800143207846836
3615,2,24.4,No,DSL,Month-to-month,No,0.7119854386493437
3616,72,90.95,Yes,DSL,Two year,Yes,0.03794618393421254
3617,37,72.25,No,Fiber optic,Month-to-month,No,0.7015433144384781
3618,62,96.1,No,Fiber optic,Month-to-month,No,0.6828986529045993
3619,71,19.85,No internet service,No,Two year,No internet service,0.020385150109192614
3620,23,55.3,No,DSL,Month-to-month,Yes,0.36827321009396824
3621,16,20.1,No internet service,No,One year,No internet service,0.06663667776064602
3622,9,69.5,Yes,DSL,Month-to-month,Yes,0.35387284183070034
3623,17,25.15,No internet service,No,Two year,No internet service,0.037985803268996726
3624,4,20.95,No internet service,No,Month-to-month,No internet service,0.29423487327242187
3625,1,49.55,Yes,DSL,Month-to-month,No,0.5606405168599541
3626,24,79.65,No,Fiber optic,Month-to-month,No,0.724507079179748
3627,1,71.25,No,Fiber optic,Month-to-month,No,0.8451142665846787
3628,72,113.8,Yes,Fiber optic,Two year,Yes,0.08846823335994249
3629,72,24.55,No internet service,No,Two year,No internet service,0.016716206144466325
3630,11,19.7,No internet service,No,Month-to-month,No internet service,0.3193691548971048
3631,9,20.25,No internet service,No,Month-to-month,No internet service,0.28238788200816184
3632,2,50.15,No,DSL,Month-to-month,No,0.7142643114881945
3633,60,100.5,No,Fiber optic,One year,No,0.40819283951009283
3634,29,95.9,No,Fiber optic,Month-to-month,No,0.7218119583594782
3635,49,74.45,No,DSL,Two year,Yes,0.08726457346510678
3636,30,104.1,No,Fiber optic,Month-to-month,No,0.7209046344930417
3637,53,19.05,No internet service,No,One year,No internet service,0.06559553948117301
3638,39,25.0,No internet service,No,Two year,No internet service,0.028341061759341493
